No.;Time;;No;Time;Time 2;;Delay;Total Delay ;;Delay 1;Delay 2;;Jitter;Total Jitter
1913;14.759.770;;1913;14,75977;14,75977;;0;;;0;-0,00269;;-0,00269;
1914;14.759.770;;1914;14,75977;14,75977;;0;;;-0,00269;0,002679;;0,005369;
1915;14.759.770;;1915;14,75977;14,76246;;0,00269;;;0,002679;-6E-06;;-0,002685;
1916;14.762.460;;1916;14,76246;14,762471;;1,1E-05;;;-6E-06;1,7E-05;;2,3E-05;
1917;14.762.471;;1917;14,762471;14,762488;;1,7E-05;;;1,7E-05;0;;-1,7E-05;
1918;14.762.488;;1918;14,762488;14,762488;;0;;;0;0;;0;
1919;14.762.488;;1919;14,762488;14,762488;;0;;;0;-0,000712;;-0,000712;
1920;14.762.488;;1920;14,762488;14,762488;;0;;;-0,000712;0,000687;;0,001399;
1921;14.762.488;;1921;14,762488;14,7632;;0,000712;;;0,000687;-0,172414;;-0,173101;
1922;14.763.200;;1922;14,7632;14,763225;;2,5E-05;;;-0,172414;0,172162;;0,344576;
1923;14.763.225;;1923;14,763225;14,935664;;0,172439;;;0,172162;-0,117494;;-0,289656;
1924;14.935.664;;1924;14,935664;14,935941;;0,000277;;;-0,117494;0,117753;;0,235247;
1925;14.935.941;;1925;14,935941;15,053712;;0,117771;;;0,117753;-0,009771;;-0,127524;
1926;15.053.712;;1926;15,053712;15,05373;;1,8E-05;;;-0,009771;0,009783;;0,019554;
1927;15.053.730;;1927;15,05373;15,063519;;0,009789;;;0,009783;-0,011075;;-0,020858;
1928;15.063.519;;1928;15,063519;15,063525;;6E-06;;;-0,011075;-0,016599;;-0,005524;
1929;15.063.525;;1929;15,063525;15,074606;;0,011081;;;-0,016599;-0,017577;;-0,000978;
1930;15.074.606;;1930;15,074606;15,102286;;0,02768;;;-0,017577;-0,052833;;-0,035256;
1931;15.102.286;;1931;15,102286;15,147543;;0,045257;;;-0,052833;0,097478;;0,150311;
1932;15.147.543;;1932;15,147543;15,245633;;0,09809;;;0,097478;-0,304883;;-0,402361;
1933;15.245.633;;1933;15,245633;15,246245;;0,000612;;;-0,304883;0,305235;;0,610118;
1934;15.246.245;;1934;15,246245;15,55174;;0,305495;;;0,305235;-0,303387;;-0,608622;
1935;15.551.740;;1935;15,55174;15,552;;0,00026;;;-0,303387;0,303073;;0,60646;
1936;15.552.000;;1936;15,552;15,855647;;0,303647;;;0,303073;-0,196236;;-0,499309;
1937;15.855.647;;1937;15,855647;15,856221;;0,000574;;;-0,196236;0,196582;;0,392818;
1938;15.856.221;;1938;15,856221;16,053031;;0,19681;;;0,196582;-0,110105;;-0,306687;
1939;16.053.031;;1939;16,053031;16,053259;;0,000228;;;-0,110105;0,110044;;0,220149;
1940;16.053.259;;1940;16,053259;16,163592;;0,110333;;;0,110044;-0,125548;;-0,235592;
1941;16.163.592;;1941;16,163592;16,163881;;0,000289;;;-0,125548;0,125592;;0,25114;
1942;16.163.881;;1942;16,163881;16,289718;;0,125837;;;0,125592;-0,000179;;-0,125771;
1943;16.289.718;;1943;16,289718;16,289963;;0,000245;;;-0,000179;0,00027;;0,000449;
1944;16.289.963;;1944;16,289963;16,290387;;0,000424;;;0,00027;-0,009292;;-0,009562;
1945;16.290.387;;1945;16,290387;16,290541;;0,000154;;;-0,009292;-0,012404;;-0,003112;
1946;16.290.541;;1946;16,290541;16,299987;;0,009446;;;-0,012404;0,021722;;0,034126;
1947;16.299.987;;1947;16,299987;16,321837;;0,02185;;;0,021722;-0,005543;;-0,027265;
1948;16.321.837;;1948;16,321837;16,321965;;0,000128;;;-0,005543;0,005197;;0,01074;
1949;16.321.965;;1949;16,321965;16,327636;;0,005671;;;0,005197;0,000272;;-0,004925;
1950;16.327.636;;1950;16,327636;16,32811;;0,000474;;;0,000272;-8E-05;;-0,000352;
1951;16.328.110;;1951;16,32811;16,328312;;0,000202;;;-8E-05;-0,031013;;-0,030933;
1952;16.328.312;;1952;16,328312;16,328594;;0,000282;;;-0,031013;-0,007334;;0,023679;
1953;16.328.594;;1953;16,328594;16,359889;;0,031295;;;-0,007334;0,03824;;0,045574;
1954;16.359.889;;1954;16,359889;16,398518;;0,038629;;;0,03824;8,9E-05;;-0,038151;
1955;16.398.518;;1955;16,398518;16,398907;;0,000389;;;8,9E-05;0,000214;;0,000125;
1956;16.398.907;;1956;16,398907;16,399207;;0,0003;;;0,000214;-0,000287;;-0,000501;
1957;16.399.207;;1957;16,399207;16,399293;;8,6E-05;;;-0,000287;0,000263;;0,00055;
1958;16.399.293;;1958;16,399293;16,399666;;0,000373;;;0,000263;9,4E-05;;-0,000169;
1959;16.399.666;;1959;16,399666;16,399776;;0,00011;;;9,4E-05;5E-06;;-8,9E-05;
1960;16.399.776;;1960;16,399776;16,399792;;1,6E-05;;;5E-06;6E-06;;1E-06;
1961;16.399.792;;1961;16,399792;16,399803;;1,1E-05;;;6E-06;-0,000108;;-0,000114;
1962;16.399.803;;1962;16,399803;16,399808;;5E-06;;;-0,000108;6,5E-05;;0,000173;
1963;16.399.808;;1963;16,399808;16,399921;;0,000113;;;6,5E-05;-0,000399;;-0,000464;
1964;16.399.921;;1964;16,399921;16,399969;;4,8E-05;;;-0,000399;-0,030134;;-0,029735;
1965;16.399.969;;1965;16,399969;16,400416;;0,000447;;;-0,030134;0,017937;;0,048071;
1966;16.400.416;;1966;16,400416;16,430997;;0,030581;;;0,017937;0,010745;;-0,007192;
1967;16.430.997;;1967;16,430997;16,443641;;0,012644;;;0,010745;0,001853;;-0,008892;
1968;16.443.641;;1968;16,443641;16,44554;;0,001899;;;0,001853;2,5E-05;;-0,001828;
1969;16.445.540;;1969;16,44554;16,445586;;4,6E-05;;;2,5E-05;-0,000932;;-0,000957;
1970;16.445.586;;1970;16,445586;16,445607;;2,1E-05;;;-0,000932;0,000877;;0,001809;
1971;16.445.607;;1971;16,445607;16,44656;;0,000953;;;0,000877;5,7E-05;;-0,00082;
1972;16.446.560;;1972;16,44656;16,446636;;7,6E-05;;;5,7E-05;-1,9E-05;;-7,6E-05;
1973;16.446.636;;1973;16,446636;16,446655;;1,9E-05;;;-1,9E-05;-0,001921;;-0,001902;
1974;16.446.655;;1974;16,446655;16,446693;;3,8E-05;;;-0,001921;0,001677;;0,003598;
1975;16.446.693;;1975;16,446693;16,448652;;0,001959;;;0,001677;9,3E-05;;-0,001584;
1976;16.448.652;;1976;16,448652;16,448934;;0,000282;;;9,3E-05;-0,001157;;-0,00125;
1977;16.448.934;;1977;16,448934;16,449123;;0,000189;;;-0,001157;0,001187;;0,002344;
1978;16.449.123;;1978;16,449123;16,450469;;0,001346;;;0,001187;-0,000385;;-0,001572;
1979;16.450.469;;1979;16,450469;16,450628;;0,000159;;;-0,000385;-0,001756;;-0,001371;
1980;16.450.628;;1980;16,450628;16,451172;;0,000544;;;-0,001756;0,002254;;0,00401;
1981;16.451.172;;1981;16,451172;16,453472;;0,0023;;;0,002254;-0,000294;;-0,002548;
1982;16.453.472;;1982;16,453472;16,453518;;4,6E-05;;;-0,000294;0,000267;;0,000561;
1983;16.453.518;;1983;16,453518;16,453858;;0,00034;;;0,000267;-0,000906;;-0,001173;
1984;16.453.858;;1984;16,453858;16,453931;;7,3E-05;;;-0,000906;0,000896;;0,001802;
1985;16.453.931;;1985;16,453931;16,45491;;0,000979;;;0,000896;-8,8E-05;;-0,000984;
1986;16.454.910;;1986;16,45491;16,454993;;8,3E-05;;;-8,8E-05;-0,01932;;-0,019232;
1987;16.454.993;;1987;16,454993;16,455164;;0,000171;;;-0,01932;0,018857;;0,038177;
1988;16.455.164;;1988;16,455164;16,474655;;0,019491;;;0,018857;-0,002781;;-0,021638;
1989;16.474.655;;1989;16,474655;16,475289;;0,000634;;;-0,002781;-0,009581;;-0,0068;
1990;16.475.289;;1990;16,475289;16,478704;;0,003415;;;-0,009581;0,012977;;0,022558;
1991;16.478.704;;1991;16,478704;16,4917;;0,012996;;;0,012977;1,3E-05;;-0,012964;
1992;16.491.700;;1992;16,4917;16,491719;;1,9E-05;;;1,3E-05;-8,1E-05;;-9,4E-05;
1993;16.491.719;;1993;16,491719;16,491725;;6E-06;;;-8,1E-05;-3E-05;;5,1E-05;
1994;16.491.725;;1994;16,491725;16,491812;;8,7E-05;;;-3E-05;-0,000445;;-0,000415;
1995;16.491.812;;1995;16,491812;16,491929;;0,000117;;;-0,000445;0,000554;;0,000999;
1996;16.491.929;;1996;16,491929;16,492491;;0,000562;;;0,000554;-2,7E-05;;-0,000581;
1997;16.492.491;;1997;16,492491;16,492499;;8E-06;;;-2,7E-05;-0,001931;;-0,001904;
1998;16.492.499;;1998;16,492499;16,492534;;3,5E-05;;;-0,001931;0,001947;;0,003878;
1999;16.492.534;;1999;16,492534;16,4945;;0,001966;;;0,001947;-0,00103;;-0,002977;
2000;16.494.500;;2000;16,4945;16,494519;;1,9E-05;;;-0,00103;0,001043;;0,002073;
2001;16.494.519;;2001;16,494519;16,495568;;0,001049;;;0,001043;-1E-05;;-0,001053;
2002;16.495.568;;2002;16,495568;16,495574;;6E-06;;;-1E-05;-6,1E-05;;-5,1E-05;
2003;16.495.574;;2003;16,495574;16,49559;;1,6E-05;;;-6,1E-05;6,6E-05;;0,000127;
2004;16.495.590;;2004;16,49559;16,495667;;7,7E-05;;;6,6E-05;-0,000978;;-0,001044;
2005;16.495.667;;2005;16,495667;16,495678;;1,1E-05;;;-0,000978;0,000946;;0,001924;
2006;16.495.678;;2006;16,495678;16,496667;;0,000989;;;0,000946;-0,000899;;-0,001845;
2007;16.496.667;;2007;16,496667;16,49671;;4,3E-05;;;-0,000899;0,000913;;0,001812;
2008;16.496.710;;2008;16,49671;16,497652;;0,000942;;;0,000913;-0,000203;;-0,001116;
2009;16.497.652;;2009;16,497652;16,497681;;2,9E-05;;;-0,000203;-0,000353;;-0,00015;
2010;16.497.681;;2010;16,497681;16,497913;;0,000232;;;-0,000353;0,000537;;0,00089;
2011;16.497.913;;2011;16,497913;16,498498;;0,000585;;;0,000537;1E-05;;-0,000527;
2012;16.498.498;;2012;16,498498;16,498546;;4,8E-05;;;1E-05;1,1E-05;;1E-06;
2013;16.498.546;;2013;16,498546;16,498584;;3,8E-05;;;1,1E-05;-0,00084;;-0,000851;
2014;16.498.584;;2014;16,498584;16,498611;;2,7E-05;;;-0,00084;0,00082;;0,00166;
2015;16.498.611;;2015;16,498611;16,499478;;0,000867;;;0,00082;-0,000927;;-0,001747;
2016;16.499.478;;2016;16,499478;16,499525;;4,7E-05;;;-0,000927;0,000909;;0,001836;
2017;16.499.525;;2017;16,499525;16,500499;;0,000974;;;0,000909;1,1E-05;;-0,000898;
2018;16.500.499;;2018;16,500499;16,500564;;6,5E-05;;;1,1E-05;3,9E-05;;2,8E-05;
2019;16.500.564;;2019;16,500564;16,500618;;5,4E-05;;;3,9E-05;-0,000901;;-0,00094;
2020;16.500.618;;2020;16,500618;16,500633;;1,5E-05;;;-0,000901;0,000861;;0,001762;
2021;16.500.633;;2021;16,500633;16,501549;;0,000916;;;0,000861;-3,4E-05;;-0,000895;
2022;16.501.549;;2022;16,501549;16,501604;;5,5E-05;;;-3,4E-05;-0,017298;;-0,017264;
2023;16.501.604;;2023;16,501604;16,501693;;8,9E-05;;;-0,017298;0,017366;;0,034664;
2024;16.501.693;;2024;16,501693;16,51908;;0,017387;;;0,017366;1,6E-05;;-0,01735;
2025;16.519.080;;2025;16,51908;16,519101;;2,1E-05;;;1,6E-05;-9,2E-05;;-0,000108;
2026;16.519.101;;2026;16,519101;16,519106;;5E-06;;;-9,2E-05;9,3E-05;;0,000185;
2027;16.519.106;;2027;16,519106;16,519203;;9,7E-05;;;9,3E-05;-0,000119;;-0,000212;
2028;16.519.203;;2028;16,519203;16,519207;;4E-06;;;-0,000119;4E-05;;0,000159;
2029;16.519.207;;2029;16,519207;16,51933;;0,000123;;;4E-05;6E-05;;2E-05;
2030;16.519.330;;2030;16,51933;16,519413;;8,3E-05;;;6E-05;-0,00011;;-0,00017;
2031;16.519.413;;2031;16,519413;16,519436;;2,3E-05;;;-0,00011;0,000124;;0,000234;
2032;16.519.436;;2032;16,519436;16,519569;;0,000133;;;0,000124;3E-06;;-0,000121;
2033;16.519.569;;2033;16,519569;16,519578;;9E-06;;;3E-06;-1E-05;;-1,3E-05;
2034;16.519.578;;2034;16,519578;16,519584;;6E-06;;;-1E-05;9E-06;;1,9E-05;
2035;16.519.584;;2035;16,519584;16,5196;;1,6E-05;;;9E-06;-3,8E-05;;-4,7E-05;
2036;16.519.600;;2036;16,5196;16,519607;;7E-06;;;-3,8E-05;-2,4E-05;;1,4E-05;
2037;16.519.607;;2037;16,519607;16,519652;;4,5E-05;;;-2,4E-05;5,7E-05;;8,1E-05;
2038;16.519.652;;2038;16,519652;16,519721;;6,9E-05;;;5,7E-05;-1E-05;;-6,7E-05;
2039;16.519.721;;2039;16,519721;16,519733;;1,2E-05;;;-1E-05;1E-05;;2E-05;
2040;16.519.733;;2040;16,519733;16,519755;;2,2E-05;;;1E-05;-3,2E-05;;-4,2E-05;
2041;16.519.755;;2041;16,519755;16,519767;;1,2E-05;;;-3,2E-05;-0,000219;;-0,000187;
2042;16.519.767;;2042;16,519767;16,519811;;4,4E-05;;;-0,000219;4,3E-05;;0,000262;
2043;16.519.811;;2043;16,519811;16,520074;;0,000263;;;4,3E-05;5,6E-05;;1,3E-05;
2044;16.520.074;;2044;16,520074;16,520294;;0,00022;;;5,6E-05;0,000155;;9,9E-05;
2045;16.520.294;;2045;16,520294;16,520458;;0,000164;;;0,000155;-0,000166;;-0,000321;
2046;16.520.458;;2046;16,520458;16,520467;;9E-06;;;-0,000166;2,5E-05;;0,000191;
2047;16.520.467;;2047;16,520467;16,520642;;0,000175;;;2,5E-05;-0,000463;;-0,000488;
2048;16.520.642;;2048;16,520642;16,520792;;0,00015;;;-0,000463;0,000589;;0,001052;
2049;16.520.792;;2049;16,520792;16,521405;;0,000613;;;0,000589;1,8E-05;;-0,000571;
2050;16.521.405;;2050;16,521405;16,521429;;2,4E-05;;;1,8E-05;-5E-06;;-2,3E-05;
2051;16.521.429;;2051;16,521429;16,521435;;6E-06;;;-5E-06;-0,000261;;-0,000256;
2052;16.521.435;;2052;16,521435;16,521446;;1,1E-05;;;-0,000261;-0,002772;;-0,002511;
2053;16.521.446;;2053;16,521446;16,521718;;0,000272;;;-0,002772;0,003037;;0,005809;
2054;16.521.718;;2054;16,521718;16,524762;;0,003044;;;0,003037;-0,000123;;-0,00316;
2055;16.524.762;;2055;16,524762;16,524769;;7E-06;;;-0,000123;-0,008561;;-0,008438;
2056;16.524.769;;2056;16,524769;16,524899;;0,00013;;;-0,008561;0,007742;;0,016303;
2057;16.524.899;;2057;16,524899;16,53359;;0,008691;;;0,007742;0,000927;;-0,006815;
2058;16.533.590;;2058;16,53359;16,534539;;0,000949;;;0,000927;-3,2E-05;;-0,000959;
2059;16.534.539;;2059;16,534539;16,534561;;2,2E-05;;;-3,2E-05;2,5E-05;;5,7E-05;
2060;16.534.561;;2060;16,534561;16,534615;;5,4E-05;;;2,5E-05;8E-06;;-1,7E-05;
2061;16.534.615;;2061;16,534615;16,534644;;2,9E-05;;;8E-06;-0,000955;;-0,000963;
2062;16.534.644;;2062;16,534644;16,534665;;2,1E-05;;;-0,000955;0,000891;;0,001846;
2063;16.534.665;;2063;16,534665;16,535641;;0,000976;;;0,000891;4,8E-05;;-0,000843;
2064;16.535.641;;2064;16,535641;16,535726;;8,5E-05;;;4,8E-05;1,7E-05;;-3,1E-05;
2065;16.535.726;;2065;16,535726;16,535763;;3,7E-05;;;1,7E-05;-0,00059;;-0,000607;
2066;16.535.763;;2066;16,535763;16,535783;;2E-05;;;-0,00059;0,000603;;0,001193;
2067;16.535.783;;2067;16,535783;16,536393;;0,00061;;;0,000603;-1,5E-05;;-0,000618;
2068;16.536.393;;2068;16,536393;16,5364;;7E-06;;;-1,5E-05;-0,001074;;-0,001059;
2069;16.536.400;;2069;16,5364;16,536422;;2,2E-05;;;-0,001074;0,001069;;0,002143;
2070;16.536.422;;2070;16,536422;16,537518;;0,001096;;;0,001069;1,4E-05;;-0,001055;
2071;16.537.518;;2071;16,537518;16,537545;;2,7E-05;;;1,4E-05;-0,000975;;-0,000989;
2072;16.537.545;;2072;16,537545;16,537558;;1,3E-05;;;-0,000975;0,000982;;0,001957;
2073;16.537.558;;2073;16,537558;16,538546;;0,000988;;;0,000982;-1,7E-05;;-0,000999;
2074;16.538.546;;2074;16,538546;16,538552;;6E-06;;;-1,7E-05;-0,0019;;-0,001883;
2075;16.538.552;;2075;16,538552;16,538575;;2,3E-05;;;-0,0019;0,00189;;0,00379;
2076;16.538.575;;2076;16,538575;16,540498;;0,001923;;;0,00189;2E-05;;-0,00187;
2077;16.540.498;;2077;16,540498;16,540531;;3,3E-05;;;2E-05;-0,000849;;-0,000869;
2078;16.540.531;;2078;16,540531;16,540544;;1,3E-05;;;-0,000849;0,000849;;0,001698;
2079;16.540.544;;2079;16,540544;16,541406;;0,000862;;;0,000849;-4E-06;;-0,000853;
2080;16.541.406;;2080;16,541406;16,541419;;1,3E-05;;;-4E-06;-0,000236;;-0,000232;
2081;16.541.419;;2081;16,541419;16,541436;;1,7E-05;;;-0,000236;-0,001667;;-0,001431;
2082;16.541.436;;2082;16,541436;16,541689;;0,000253;;;-0,001667;0,001867;;0,003534;
2083;16.541.689;;2083;16,541689;16,543609;;0,00192;;;0,001867;4,4E-05;;-0,001823;
2084;16.543.609;;2084;16,543609;16,543662;;5,3E-05;;;4,4E-05;-0,000703;;-0,000747;
2085;16.543.662;;2085;16,543662;16,543671;;9E-06;;;-0,000703;-0,000349;;0,000354;
2086;16.543.671;;2086;16,543671;16,544383;;0,000712;;;-0,000349;0,001054;;0,001403;
2087;16.544.383;;2087;16,544383;16,545444;;0,001061;;;0,001054;-1,4E-05;;-0,001068;
2088;16.545.444;;2088;16,545444;16,545451;;7E-06;;;-1,4E-05;7E-06;;2,1E-05;
2089;16.545.451;;2089;16,545451;16,545472;;2,1E-05;;;7E-06;0;;-7E-06;
2090;16.545.472;;2090;16,545472;16,545486;;1,4E-05;;;0;-0,005547;;-0,005547;
2091;16.545.486;;2091;16,545486;16,5455;;1,4E-05;;;-0,005547;0,003125;;0,008672;
2092;16.545.500;;2092;16,5455;16,551061;;0,005561;;;0,003125;0,002384;;-0,000741;
2093;16.551.061;;2093;16,551061;16,553497;;0,002436;;;0,002384;3,7E-05;;-0,002347;
2094;16.553.497;;2094;16,553497;16,553549;;5,2E-05;;;3,7E-05;-0,009132;;-0,009169;
2095;16.553.549;;2095;16,553549;16,553564;;1,5E-05;;;-0,009132;0,009119;;0,018251;
2096;16.553.564;;2096;16,553564;16,562711;;0,009147;;;0,009119;-2,6E-05;;-0,009145;
2097;16.562.711;;2097;16,562711;16,562739;;2,8E-05;;;-2,6E-05;-0,003687;;-0,003661;
2098;16.562.739;;2098;16,562739;16,562793;;5,4E-05;;;-0,003687;0,003676;;0,007363;
2099;16.562.793;;2099;16,562793;16,566534;;0,003741;;;0,003676;4,5E-05;;-0,003631;
2100;16.566.534;;2100;16,566534;16,566599;;6,5E-05;;;4,5E-05;-0,000856;;-0,000901;
2101;16.566.599;;2101;16,566599;16,566619;;2E-05;;;-0,000856;0,000807;;0,001663;
2102;16.566.619;;2102;16,566619;16,567495;;0,000876;;;0,000807;5,5E-05;;-0,000752;
2103;16.567.495;;2103;16,567495;16,567564;;6,9E-05;;;5,5E-05;-0,001103;;-0,001158;
2104;16.567.564;;2104;16,567564;16,567578;;1,4E-05;;;-0,001103;0,001045;;0,002148;
2105;16.567.578;;2105;16,567578;16,568695;;0,001117;;;0,001045;5,9E-05;;-0,000986;
2106;16.568.695;;2106;16,568695;16,568767;;7,2E-05;;;5,9E-05;-3,7E-05;;-9,6E-05;
2107;16.568.767;;2107;16,568767;16,56878;;1,3E-05;;;-3,7E-05;4E-05;;7,7E-05;
2108;16.568.780;;2108;16,56878;16,56883;;5E-05;;;4E-05;-8E-06;;-4,8E-05;
2109;16.568.830;;2109;16,56883;16,56884;;1E-05;;;-8E-06;-0,002663;;-0,002655;
2110;16.568.840;;2110;16,56884;16,568858;;1,8E-05;;;-0,002663;0,002642;;0,005305;
2111;16.568.858;;2111;16,568858;16,571539;;0,002681;;;0,002642;2,7E-05;;-0,002615;
2112;16.571.539;;2112;16,571539;16,571578;;3,9E-05;;;2,7E-05;-0,000949;;-0,000976;
2113;16.571.578;;2113;16,571578;16,57159;;1,2E-05;;;-0,000949;0,000941;;0,00189;
2114;16.571.590;;2114;16,57159;16,572551;;0,000961;;;0,000941;2E-06;;-0,000939;
2115;16.572.551;;2115;16,572551;16,572571;;2E-05;;;2E-06;-0,00095;;-0,000952;
2116;16.572.571;;2116;16,572571;16,572589;;1,8E-05;;;-0,00095;0,000915;;0,001865;
2117;16.572.589;;2117;16,572589;16,573557;;0,000968;;;0,000915;4,2E-05;;-0,000873;
2118;16.573.557;;2118;16,573557;16,57361;;5,3E-05;;;4,2E-05;-0,004091;;-0,004133;
2119;16.573.610;;2119;16,57361;16,573621;;1,1E-05;;;-0,004091;0,004067;;0,008158;
2120;16.573.621;;2120;16,573621;16,577723;;0,004102;;;0,004067;2,6E-05;;-0,004041;
2121;16.577.723;;2121;16,577723;16,577758;;3,5E-05;;;2,6E-05;-5,4E-05;;-8E-05;
2122;16.577.758;;2122;16,577758;16,577767;;9E-06;;;-5,4E-05;-0,000862;;-0,000808;
2123;16.577.767;;2123;16,577767;16,57783;;6,3E-05;;;-0,000862;0,000898;;0,00176;
2124;16.577.830;;2124;16,57783;16,578755;;0,000925;;;0,000898;3E-06;;-0,000895;
2125;16.578.755;;2125;16,578755;16,578782;;2,7E-05;;;3E-06;-6,4E-05;;-6,7E-05;
2126;16.578.782;;2126;16,578782;16,578806;;2,4E-05;;;-6,4E-05;8,1E-05;;0,000145;
2127;16.578.806;;2127;16,578806;16,578894;;8,8E-05;;;8,1E-05;-7E-06;;-8,8E-05;
2128;16.578.894;;2128;16,578894;16,578901;;7E-06;;;-7E-06;-1,6E-05;;-9E-06;
2129;16.578.901;;2129;16,578901;16,578915;;1,4E-05;;;-1,6E-05;2,5E-05;;4,1E-05;
2130;16.578.915;;2130;16,578915;16,578945;;3E-05;;;2,5E-05;-1,1E-05;;-3,6E-05;
2131;16.578.945;;2131;16,578945;16,57895;;5E-06;;;-1,1E-05;-0,000557;;-0,000546;
2132;16.578.950;;2132;16,57895;16,578966;;1,6E-05;;;-0,000557;0,000554;;0,001111;
2133;16.578.966;;2133;16,578966;16,579539;;0,000573;;;0,000554;-7E-06;;-0,000561;
2134;16.579.539;;2134;16,579539;16,579558;;1,9E-05;;;-7E-06;-4,1E-05;;-3,4E-05;
2135;16.579.558;;2135;16,579558;16,579584;;2,6E-05;;;-4,1E-05;5,6E-05;;9,7E-05;
2136;16.579.584;;2136;16,579584;16,579651;;6,7E-05;;;5,6E-05;-0,000857;;-0,000913;
2137;16.579.651;;2137;16,579651;16,579662;;1,1E-05;;;-0,000857;0,000817;;0,001674;
2138;16.579.662;;2138;16,579662;16,58053;;0,000868;;;0,000817;3,7E-05;;-0,00078;
2139;16.580.530;;2139;16,58053;16,580581;;5,1E-05;;;3,7E-05;-4,8E-05;;-8,5E-05;
2140;16.580.581;;2140;16,580581;16,580595;;1,4E-05;;;-4,8E-05;-0,000781;;-0,000733;
2141;16.580.595;;2141;16,580595;16,580657;;6,2E-05;;;-0,000781;0,00081;;0,001591;
2142;16.580.657;;2142;16,580657;16,5815;;0,000843;;;0,00081;5E-06;;-0,000805;
2143;16.581.500;;2143;16,5815;16,581533;;3,3E-05;;;5E-06;-0,000951;;-0,000956;
2144;16.581.533;;2144;16,581533;16,581561;;2,8E-05;;;-0,000951;0,000929;;0,00188;
2145;16.581.561;;2145;16,581561;16,58254;;0,000979;;;0,000929;3,2E-05;;-0,000897;
2146;16.582.540;;2146;16,58254;16,58259;;5E-05;;;3,2E-05;-3,8E-05;;-7E-05;
2147;16.582.590;;2147;16,58259;16,582608;;1,8E-05;;;-3,8E-05;4,1E-05;;7,9E-05;
2148;16.582.608;;2148;16,582608;16,582664;;5,6E-05;;;4,1E-05;-0,000761;;-0,000802;
2149;16.582.664;;2149;16,582664;16,582679;;1,5E-05;;;-0,000761;0,000721;;0,001482;
2150;16.582.679;;2150;16,582679;16,583455;;0,000776;;;0,000721;4,2E-05;;-0,000679;
2151;16.583.455;;2151;16,583455;16,58351;;5,5E-05;;;4,2E-05;-0,000959;;-0,001001;
2152;16.583.510;;2152;16,58351;16,583523;;1,3E-05;;;-0,000959;0,000903;;0,001862;
2153;16.583.523;;2153;16,583523;16,584495;;0,000972;;;0,000903;5,6E-05;;-0,000847;
2154;16.584.495;;2154;16,584495;16,584564;;6,9E-05;;;5,6E-05;-0,001001;;-0,001057;
2155;16.584.564;;2155;16,584564;16,584577;;1,3E-05;;;-0,001001;0,000973;;0,001974;
2156;16.584.577;;2156;16,584577;16,585591;;0,001014;;;0,000973;3E-05;;-0,000943;
2157;16.585.591;;2157;16,585591;16,585632;;4,1E-05;;;3E-05;-0,000733;;-0,000763;
2158;16.585.632;;2158;16,585632;16,585643;;1,1E-05;;;-0,000733;0,0007;;0,001433;
2159;16.585.643;;2159;16,585643;16,586387;;0,000744;;;0,0007;3,4E-05;;-0,000666;
2160;16.586.387;;2160;16,586387;16,586431;;4,4E-05;;;3,4E-05;-2,6E-05;;-6E-05;
2161;16.586.431;;2161;16,586431;16,586441;;1E-05;;;-2,6E-05;-0,000998;;-0,000972;
2162;16.586.441;;2162;16,586441;16,586477;;3,6E-05;;;-0,000998;0,00102;;0,002018;
2163;16.586.477;;2163;16,586477;16,587511;;0,001034;;;0,00102;-1,2E-05;;-0,001032;
2164;16.587.511;;2164;16,587511;16,587525;;1,4E-05;;;-1,2E-05;-0,000836;;-0,000824;
2165;16.587.525;;2165;16,587525;16,587551;;2,6E-05;;;-0,000836;0,000779;;0,001615;
2166;16.587.551;;2166;16,587551;16,588413;;0,000862;;;0,000779;7,8E-05;;-0,000701;
2167;16.588.413;;2167;16,588413;16,588496;;8,3E-05;;;7,8E-05;-9E-06;;-8,7E-05;
2168;16.588.496;;2168;16,588496;16,588501;;5E-06;;;-9E-06;-0,000821;;-0,000812;
2169;16.588.501;;2169;16,588501;16,588515;;1,4E-05;;;-0,000821;0,000822;;0,001643;
2170;16.588.515;;2170;16,588515;16,58935;;0,000835;;;0,000822;-3,3E-05;;-0,000855;
2171;16.589.350;;2171;16,58935;16,589363;;1,3E-05;;;-3,3E-05;-0,00096;;-0,000927;
2172;16.589.363;;2172;16,589363;16,589409;;4,6E-05;;;-0,00096;0,000969;;0,001929;
2173;16.589.409;;2173;16,589409;16,590415;;0,001006;;;0,000969;2E-05;;-0,000949;
2174;16.590.415;;2174;16,590415;16,590452;;3,7E-05;;;2E-05;4E-06;;-1,6E-05;
2175;16.590.452;;2175;16,590452;16,590469;;1,7E-05;;;4E-06;3,55271E-15;;-4E-06;
2176;16.590.469;;2176;16,590469;16,590482;;1,3E-05;;;3,55271E-15;-0,009064;;-0,009064;
2177;16.590.482;;2177;16,590482;16,590495;;1,3E-05;;;-0,009064;0,009028;;0,018092;
2178;16.590.495;;2178;16,590495;16,599572;;0,009077;;;0,009028;3,4E-05;;-0,008994;
2179;16.599.572;;2179;16,599572;16,599621;;4,9E-05;;;3,4E-05;-0,00088;;-0,000914;
2180;16.599.621;;2180;16,599621;16,599636;;1,5E-05;;;-0,00088;0,000862;;0,001742;
